title,content,comment
1415 뉴비 꼭 정석각인 해야하나요 ...??,서머너인데요 1415유물 악세만 맞췄는데 다 하고 보니까 원돌예상3아드1 이에요 ;;원래 아드에 교감이 들어가야 한다는데 ㅠㅠ이대로 그냥 써도 될까요?파티할때 각인도 정석인지 다 확인하나요?ㅠㅠ ,"서머너는2직각효율이좋은캐릭이라1에다교감을넣는게맞긴한데뭐굳이바꾸기싫으시다면그대로쓰셔도됨..어차피1475때다시다갈아엎으셔야되니, 1445에33333아닌가요?, 1475쿠크부터33333비아하드까지는3333으로도잘가요, 그대로...간다, 그대로쓰시구요1460떄아르고스버스오레하버스돌리시면서골드모으시고333321이나33333하셔요교감은1넣는이유는1만넣어도효율좋고다른2각인을더좋은딜각인채용가능문제점:악세값이미침싸게가려면33333나는더고점보고싶다333321상3원3돌3예3아2교1, 아..감사합니다, 파티할때정석각인인지확인한다기보다는각인들이잘어울리는각인인지위주로보는거같아여저는특성비를몰라서애매하지만돌대인거보니극신인거같은데환각셋없고아드1이라서남바12각을낀다해도예둔효율은안나와서딜은많이아주많이떨어질거에여, 답글감사합니다...장비는아직안맞춰서잘모르게성...요.., 서머너좀아는사람은안받을수도?, 걍접어야겠네요스트레스ㅠ, 비아하드까진3333걍받습니다몇분못해도죽지만않으면깰수있어서뤼.."
뉴비 계정 관련 질문,스토브 계정이랑 구글 계정 이렇게 2개가 있는데요 계정이 다른데 왜 생성되어있는 캐릭터는 동일한거죠?;; 저는 스토브 계정만 만들었었는데 구글 계정은 누가 만들었는지를 모르겠네요;; 18년도에 생성이라고 하는데 구글 계정 탈퇴시켜도 괜찮은가요/?,안쓰시는거면탈퇴시키세용..
쌩뉴비가 과금하나없이 1445 얼마나걸리나요,궁금해서 알고싶습니다,"삭제된 코멘트입니다., 한7시간하는거같아요, 한개의캐릭으로는힘들죠본1부3무과금이라도쭉쭉쭉전진할수있음, 한달반정도했는데1460찍었습니다.과금은아크패스랑이것저것해서20안쪽으로했구요., 쌩뉴비하익스익없이점핑권하나로1445까지5주걸림, 무과금으로요, 아이템레벨1415레벨달성하려면슈퍼익스프레스이벤트했을때6개월걸림.6개월동안카오스던전과가디언토벌던전돌기전에ALT키누른상태에서J키눌러서주간에포나란에있은카오스던전퀘스트2개와가디언토벌던전1개를수락한후카오스던전2회와가디언토벌던전2회완료하고어비스던전과어비스레이드던전을돌면서제련하는데필요한골드와제련재료를6개월동안모으면서출석이벤트에매일출석해서제련재료를모으면골드가약12만골드모임.12만골드로하급오레하융화재료3백개,중급오레하융화재료3백개를거래소경매장npc에게가서골드로구매하고예정2개,선택4개를골드로구매한후6개부위를15강만들고.접속종료한후하이퍼익스프레스이벤트때복귀해서복귀출석이벤트와월출석이벤트에출석을매일해서제련재료와좋은아이템을받은후예정2개부위와선택4개부위를아이템레벨1445레벨될때까지제련npc에게가서제련해서아이템1445레벨만든후하이퍼익스프레스이벤트보상을받으면됨.악세사리를3티어유물악세사리를맞추되각인33331로맞추는것을목표로하거나33333맞추는것을목표로하면되고3티어유물어빌리티스톤을최소66돌로맞추거나1010돌로맞추면더욱좋은데페온이엄청많이있어야됨(약5십만페온정도있으면좋은데시간이오래걸리기때문에출석이벤트나기타등등이벤트에참여해서페온을꾸준히모으면됨).제련6강까지는100%성공이고제련7강부터제련실패를보고제련아이템레벨이올라가면갈수록제련실패를많이보게되고장기백(장인의기운제련100%)도자주보게됨.본게임캐릭터1명+부게임캐릭터(베럭)2명있으면에포나증표모아서골드상잍NPC에게가서거대금괴상자로교환해서거대금괴상자를열면골드를많이얻게됨., 저도하익으로한달정도걸린것같아요"
바드) 뉴비 카드작 간단한 질문..,바드는 필드보스 세트 맞추면 된다고 하더라구요그런데 카드가 어떤 보스를 잡으면 그 보스 카드가 나오는게 아니라퀘스트 보상 등 자잘한거 빼면 팩에서 나오는 깡으로 그냥 얻는건가요?그리고 필드보스 세트가 전부 희귀카드던데그러면 바드는 전설카드 굳이 필수는 아닌건가요?,"필드보스셋은전희팩/필드보스/업적등으로얻을수있습니다.무기여잘있거라?얘도최생세트라서있다면섞어서끼셔도댑니다.전설카드는나중에남겨진바람의절벽30각성을하시면그것을끼시면됩니다., 필수아니에요"
이제 막 점핑권쓴 뉴비인데 궁금한게있습니다.,이제 막 시작한 버서커 유저입니다.사진에 나와있는것처럼 선택 상자같은것들은 뭘해야할지 몰라서 일단 다 모아놓긴했는데 뭘 선택해야할지 모르겠습니다.그리고 템이나 돌?같은것도 사진에 나와있는것들은 전부 다 어떻게 처리해야할지 몰라서 일단 냅두고는 있습니다.유튜브에 나와있는 뉴비가이드같은걸봐도 이해를 잘못하겠는데 필요없는 템은 뭔지도 잘모르겠습니다.그리고 전설템들은 방금 막 바다신전이였나 처음깨보고 얻은것들인데 이거는 거래소?에 팔수있었던거 같던데파는게 좋을까요? 주위에 로아하는사람도 없어서 너무 막막한데 너무 답답해서 막 찾아보다가 인벤에 물어보면도와주시는분들이 많다고 해서 글적어봅니당.,"일단1.오른쪽아래표시없는음식들은버려도됨.스토리밀때짬짬히쓰세요.2.아게산돌같은경우등급(일반희귀영웅전설)이높아도티어가낮으면(1,2,3티어있음)안쓰임.1,2티어템들은그냥갈갈아님땅에버려도상관없음3.소지품아래에서두번째줄에있는우하단에쬐그만표시있는잡템은상점에파는용도로만있는템임.가져댜파셔요.4.부활의깃털과룬은사용을해야적용이되는아이템입니다.부깃도'아이템'을사용해서부활의깃털사용횟수를늘려서사용할수있고,룬도아이템상태로바로스킬에끼우는게아니라아이템을사용해서스킬에끼울수있는사용권을얻는다고이해하는게편해요.5.섬의마음은오페르섬이란데서등록할수있습니다.그럼템상태의섬마가사라져요.6.창고5번째줄에우하단에노란아이콘있는건모험의서란데에등록하는아이템인데,마찬가지로사용하면없어집니다.사용해주세요.대충이정도만쓰면쓸데없는거안건들이고잡템정리는될듯합니다., 감사합니당ㅠㅠㅠ이것저것많이알아가네용!, 펫기능활성화하셨쎄여?, 펫기능이야레이드부터당장점핑하고나서돈이없으니활성화하려면현질해야함, 배틀아이템선택상자는레이드마다사용하는배템이달라서그때그때필요한거까주시면됩니다.직업각인서희귀/고급의경우현재시세에서가장비싼각인서를검색한후거래소에팔면골드벌수있습니다.저는귀찮아서제가읽고싶은거로그냥다읽고있습니다만,처음하시는분이니까골드수급하는게좋을것같습니다항해주화선택상자는태양의주화가가장수급비율이좋아서그걸로전부교환해두셔도되지만거심때문에기에나가필요한경우도있습니다.배업글하실거면각각얼마씩필요한데이벤트로많이뿌리니지금당장정리하시고싶으면태양주화하시면됩니다, 랜덤배템상자는그냥다까세요아바타는장비창고(지금왼쪽사진의창고는1번창고인데그거옆의칼모양창고)에들어갑니다.거기에두셔도됩니다.물약중에뒷배경이회색인물약-6810840836731-개있는거는버리시면됩니다(저티어대륙물약)"
선생님들 뉴비 질문있습니다!,선생님들!이번에 하익 끝낸 뉴비 각인질문이있습니다!1415를 찍고 3333세팅하고 레이드하면서 1445에서 현재 멈춰있는상태입니다.추후 33333+ 세팅을 하게 된다면 어느 타이밍에 해야 최소컷 같은곳에서 안걸리나요?!1490인가 그때 고대악세 맞출때 다시해주는건가요?!상위 레이드 같은곳에서 최소컷같은게 궁금합니다! 혼나고 싶지않아요 ㅠ,"1475쿠크갈때33333으로세팅합니다, 감사합니다!그럼어차피유물로하는거면지금세팅해놓고쭈욱써도되는거죠?!, 보통1445~1460구간에서33333을완성시킵니다.이세팅이면1490아브렐노말1~2까진무난히갈수있으며본인이여유가되어쌍전각을끼고돌도잘깎였다면333331까진하기도합니다., 감사합니다.그럼어차피유물로하는거면지금세팅해놓고쭈욱써도되는거맞나용?!, 네저라면주차시킨김에골드모아서33333해놓고1540까지쭈욱키울거에요., 좋은정보감사합니다선생님!좋은하루되세요!, 딜러의경우1475쿠크노말33333+/무기21강+서폿의경우1520아브렐슈드노말33333+/장비재련자유, 고대악세는1540부터입니다., 엇그럼어차피유물로해야하는거니까지금세팅해놓고쭈욱써도되는거죠,..?, 33333한다면파티취업에조금더도움이되겠죠.말씀하신대로입니다.1540레벨밑은유물이끝이에요.33333이면1540까지갑니다., 알려주셔서감사합니다!고민이해결되었습니다:)좋은하루되세요!"
늅뉴비 명예의파편 파밍 어뜨케하죠..,"도아가 1415찍고 서폿놀이 가디언뛰면서 해보니까보스패는 맛이 없어서 지겨워서그냥 발탄이랑 알고 돌면서 배럭화 시키려고하고..길마님 추천대로 스익하던 건슬 계속 쭉 키울예정이라여기다 하익 옮기긴 좀 그래서 ;;;하익을 소서리스 점핑권써서 1302 만들어서 옮겨놨어요. 근데 키우려고보니까 명파가 캐릭터귀속이네요?????????? ㅠㅠㅠ 6만개 아까워...그럼 매일 수급할 방법이 카던,가디언 조지면서 줍고 템갈아서 줍고..또 보스러쉬? 1회성으로 먹는거 그거말곤 없나요매일 일일에포나로 젤 높은 명파 3개짜리 + 주간에포나 카던 / 항협으로 줍고..이게 전부인거같은데..으으으음...ㅠㅠㅠ 거래소에 명파 대짜 하나가 375골드 수준이라 사기엔 좀 아까운데요?20개 산다치면 대충 7500골 드는데 마리상점 대짜 20개 291크리스탈 감안하면 단순 계산으로 7000골드정도로 380크리스탈 받아서 마리상점에서  사서 3만개짜리 하나 사는게 오백골정도 더 저렴하긴하네요;;근데 음 좀..사기엔 넘 애매한듯 아닌듯한 기분이..ㅋㅋ;그거말곤 저 파밍방법이 전부인가요? 허허","카게지도에서상당히많이줍니다.지도편의성패치해줬으니열심히돌아봐요, 앗카게도주는군요꾸역꾸역돌아봐야겠네요..감사합니다ㅎㅎ, 지역퀘스트로도주고,카던이랑레이드돌면3월까진이벤트주화주는데,그거로주간교환될걸요?길드혈석상점,항구해적주화상점도있어요, 해적주화도돌고이것저것해야겠네요ㅎㅎ감사합니다, 카게로주는건절때쓰지마시고경매장에팔아서골드하세요.로아는오래꾸준히해야돈적게쓰고올라가는게임입니다.당장올릴생각마시고섬이나내실등등다지시다보면쌓여있어요., 하익옮긴소서리스는2달내로올려야해요ㅠ.ㅠ..ㅋㅋㅋㅋ"
건슬링어 각인 말인데요...(뉴비),건슬링어를 피스메이커랑 사냥의 시선인가 그거 둘중에 하나 고르는거 같길래 피스메이커로 선택했는데 인터넷에서는 원한을 끼라고 하더라고요...그럼 원한 건슬링어가 되는건가요?,"사냥의시간과피스메이커는건슬링어전용직업각인이고원한은모든직업이다같이쓰는공용각인입니다.모든딜러직업은원한을그냥휴대폰마냥몸에붙이고다니는정말보편적인공용각인이라최종적으론원한과피메를둘다끼실겁니다., 그럼지금은원한을끼는게맞는건가요?아니면피스메이커를끼는게맞는건가요?, 나중에다채용하는각인입니다템렙1415넘는분들각인보면3레벨각인이최소4개이거나엔드각인까지맞춘분이라면3레벨각인이5개입니다어빌리스톤깍는거에따라3333/33331/33333/333321/333331등등다양합니다현재작성자님의레벨은모르겠으나현재레벨이1415이하에1415까지천천히가실거면원한3레벨에직업각인1레벨정도만하시면됩니다1415이상이시고골드가많지않다면33331정도맞추시면됩니다원한3,예리한둔기3,타격의대가3,아드레날린3피메1비아하드까진다니실수있는각인이고저렴하게셋팅이가능합니다"
파란템.. 주황템.. 이거 왜 이러는건가요 (뉴비),점핑캐로 시작햇는데요1302 맞춰준 파란템이  주황템보다 스펙이 높은걸로 보이는데주황템이 더 좋은거아닌가요??이거 필요없는건가요..?? 상점에 팔아도 될가요..??,"보시면시간의목걸이는티어3이고고귀한모험의목걸이는티어2죠.기본효과차이도자세히보시면심하게날거에요.무조건티어가높은걸끼셔야합니다., 아이템티어차이입니다~보시면아이템티어2라고써있습니다3티어보다당연히낮습니다~"
뉴비 장비분해 질문드립니다.,안녕하세요.스익으로 데모닉을 키우고 있는데 1370 찍고 아르고스 버스를 태웠습니다.장비들 다 해제하고 버스탄 후 얻은 아이템들 분해하는데 끝나고 나니 여전히 장비 착용을 안하고 있다는걸깨달았습니다.근데 제가 벗어놓은 착용장비들을 다 분해했는지 가방에 장비들이 하나도 없네요....ㅜ.ㅜ제 기억으론 착용장비들 분해 안되게 떳던것 같은데 이게 제가 무지성으로 다 분해해 버린건지 아님 혹 천에 하나만에 하나 버근지 확인코저 질문드립니다. P.S 추가로 보관함 보니 분해 안하고 보유하고 있던 15강 믿음 장비가 있어서 일단 이거 꼈습니다.  1370에서 순간 1100이 되는군요...ㅜ.ㅜ,"강화된건분해안됨, 강화가되어있는아이템은분해가안되는것으로알고있습니다, 재련된장비는분해가불가능한것으로알고있습니다.단,0강장비는분해됩니다.펫인벤토리까지확인해보세요., 다들답변감사드립니다.가방이아닌보관함구석에6개가있네요..순간너무당황해서앞이안보였나봅니다.덕분에머리를가라앉히고찾아보니보이네요..다시한번답변주신분들감사합니다., 앞으로장비돌악세무조건잠금해두세요"
"쌩뉴비 하이퍼익스 1415달성, 유물악세상자 어떻게 활용하나요?",어떤 장신구를 까야하나요?   그리고 저한테 필요한 옵션 아니면 다 갈아버리면 되나요??,"네.그리고보통두번째이유때문에그냥아무거나까서,다갈아버리게됩니다.조금이라도효율챙기려면반지부터까시면좀낫습니다."
이제 로아 맛보려는 아재뉴비 손좀 덜타는 캐릭 뭐가있을까요?,이번에 컴퓨터 장만해서 해보고싶던 로아 한번 해보려합니다. 아무래도 손 많이 타는 캐릭은 민폐 많이 끼칠거 같아서 가급적이면 피하려 하는데손 좀 덜타고 1인분하는 뉴비가 할만한 직업 있으면 추천부탁드립니다. 추천해주시면 일단 유튭같은거 보고 찾아볼 생각이에요,"충모닉유산슼딜사이클단순하면서저점도높고세팅도가성비좋습니다, 감사합니다유산스카한번봐야겠네요, 환영받는워로드도있습니다..손가락고통도없죠, 워로드도센스탄다는소리가있어서...추천감사합니다, 딜욕심없으시면워로드만한직업이없습니다, 감사합니다다음배럭?그런거로할떄생각해볼게요, 혹시주변분중에로아하시는분계시다면캐릭들카던한번씩다돌아보시고캐릭마다장단점이있어서본인손에제일맞는직업군하시는걸추천합니다.아니면점핑권이있다면바드나홀나로시작하셔서다뚜까맞으시면서패턴숙지하고캐릭키우는걸추천드리는데충모닉은할만하나유산스카같은경우안맞는분들이꽤되고워로드는고던전가시면정말폐급/손가락타는분이많아서....일단해보시는걸추천주변분꺼캐릭, 주변에아쉽게도하는사람이없어서...일단워로드유산스카데모닉보니까유산스카가좀더끌리네요추천감사합니다, 워로드,유산스카우터,홀리나이트추천합니다, 워로드유산스카우터추천이많네요.유산스카우터도전해보려합니다감사합니다, 비슷한아재라서도움이될가해서퇴근전에제가해본캐릭몇가지적어봅니다.(인벤에서말하는발비노따리입니다.초보존막벗었난정도)워로드(전태)-증함이라는스킬을통해서실드를채울수있고,실드가피대신에깍이기때문에안전성이좋습니다.슈사아저씨들특성상,기본체력과방어력도좋고요다만,엄청느립니다.실드를키면더느려집니다.그리고스페이스가회피기인데애만뒤로갑니다..전태를맞딜이라고표현하는데위로갈수록필할건피하고맞을건맞아야해서,저렙때는그냥무지성맞딜이맞지만,올라가면필할건피해야한다고하는데음..느려요인파(체술)-타격감좋고,시원시원합니다.회피기가2회입니다.무도가라는특성상기본방어가좋은편입니다.다만,딜러인데딜이잘안나옵니다.사멸셋이라서뒤통수를쳐야하는데,레이드특성상쉽지않습니다.1460에사멸6셋인데배력으로사용중입니다.배마(초심)-극신속이라서빠릿합니다.애도무도가라서기본방어력이좋은편입니다.버퍼이긴하나고렙가면딜이잘나온다고하네요무난무난합니다.다만,세팅에종류가많고,기본적인것들스킬포인트,룬,등기본적인것들이준비가안되면바로성능이내기어렵다고합니다.창술-애도무도가라서,기본방어력좋음.인파의상위호환개념이고주류는절정이라는애인데,절정은제가안해서모르겠고,절제는빠릿하고딜도좀나오고그러한캐릭인데돈이좀들어요인기가많다보니,수요공급차원에서장비값이비싼편입니다.저도아재고,로아를그렇게오래하지않아서,다1460인데,본캐를못정해서1460맞춰본경험몇자적고갑니다.다른분들은다르게느끼실수도있어요저도아직멀어서...4가지중에처음에할때하나고르라고하면,아재라잘못피한다전태,피하는건잘한다그럼인파정도말씀드릴거같아요"
늅뉴비입니다. 점핑권 2개맞죠?,스익해서 호크아이로 파푸왔고요부캐로 유산 스카우터랑 데헌핸드거너가 끌려서둘 다 하고싶은데 계정 당 점핑 1개랑 도화가 때 한 개해서점핑권이 두 개 맞나요?,네
방금시작 뉴비 질문좀용 ㅠ (점핑권),첫캐릭 만들어서 베른패스인지 질렀는데 보다봉게 이벤트가 있더라고욤그래서 이벤트 성장권으로 1개 캐릭 질렀거든용 그 3번째 패스 그럼 첫캐릭 12500원짜리 쓴거 안쓰고 짱박아놔도 나중에 써도 패스적용대나요 ?그리구 이벤트권2개던데 다쓸라면 캐릭 2개 해야 하는거죵  ? ,이벤트권2개는캐릭2개만들어서사용하는게맞구요그중에서본캐로키우실거는이어서하익연결해서사용하면될거에요.돈으로구입한패스권은기한날짜있나한번확인해보시면될거같아요.로아정서상아마무기한일거같긴합니다.
1415찍은 유산스카우터 찐뉴비가 질문합니다....,유투브영상보고 차원장비에서 전설장비로 계승해서 전설장비 15강까지 찍어서 1415찍은 찍은 찐 뉴비입니다.강화하는데 골드가좀 많이 부족해서 약간의 현질로 컨텐츠 배우고 즐기기전에 일단 장비부터 다이렉트로1415찍었습니다.다이렉트로 1415찍고나니깐 머부터 해야될지도 모르겟고 앞으로 장비레벨 어떠케올려야될지도 감이 안옵니다...일단 크게 나눠서 질문 드릴게요 1. 지금 장비 1415인데 여기서 스펙업하는경로2.각인도 직업각인 공통각인 있는거같은데 어떤걸 올려줘야하는지3.하루에 필수적으로 해야하는 컨텐츠위 세가지 답변좀 부탁드릴게요...유투브 찾아보란말씀은 안해주셧으면좋겟어요 .. 유투브봐도 자세한 설명이 나온게 없어서 찾아보다가 안되서 글올리는거에요 ~~,"유물장비1445에서만들때까진선택예정(현재전설장비)쭉업그레이드무기21방어구20이평균그전에유물나오면바꾸시면됩니다일일숙제:에포나,카오스던전,가디언토벌외비탄의섬오페별못드셧다면추가각인은각직업세팅에맞는거찾아보시는게편해요배우는것말고도악세돌등으로도챙겨와야해서, 1.군단장노말돌리면서올17해서1445찍고유물장비로가시면됩니다2.원한3돌대3바리3유산1고정하시고3을하나더줘야하는데깡딜을원하시면저받3추천크리를보고싶으시면아드3추천합니다특성은목걸이치특나머지올특화3.가디언토벌카오스던전에포나매일하시면됩니다, 1.전설장비를템레벨1445까지찍어야합니다올17강기준입니다이후군단장장비제작이가능해지니유물장비제작해서계승재료는발탄에서나오는뼈와비아에서나오는날개이며계승시강화단계는유지됩니다2.유산슼이면원한바리돌대유산고정픽나머지는예둔,저받,아드,안상중에선택합니다예둔을가져갈경우엔아드를필수로챙겨야하며유산3을할지유산1을할지는본인선택3.카던2회,가토2회,에포나3회,모험섬1회(주말2회),필보or카게1회가기본입니다, 아참..찐뉴비라하시니말씀드리는건데유산슼이돌대를채용하는이유는기동타격이속버프때문입니다기동타격시전후변신하는게필수이니꼭유의하세요, 1전설장비를유물장비로유물업글재료는각각발탄(노말1415,하드1445)비아키스(노말1430,하드1460)에서얻을수있습니다장비렙은계속올리셔도됩니다계승해도유지돼요환각유물세트입니다2각인은원한3바리3돌대3예둔3아드3유산1이거진최종이구요요거는현시점에는힘들거같고원한3돌대3예둔3바리3아드2유산1을목표로한번에맞추시면비용이좀들거에요위각인중34개유산1로맞추셨다가나중에바꾸셔도되구요원한은필수입니다!3일일컨텐츠로는카오스던전가디언토벌에포나의뢰정도가있네요주간은군단장레이드어비스던전도전가디언토벌도전어비스던전어비스레이드요정도가되겠네요"
"찐뉴비 질문드립니다. 무자본,솔플직업, 찐뉴비용게시글추천해주세용",로아 시작해보려는데 무자본 + 솔플로 강추하는 직업이 있는지 궁금합니다.게임 세계관이나 컨텐츠가 방대해서 가이드를 봐도 아직 무슨말인지 잘 모르겠는데 추천하는 게시글이 있는지도 알려주십시용..  ,"뉴비의어머니죠니니영상전부정독하면됨, 죠니월드말하시는거맞죠?, 감사합니다!지금보러갈게요ㅎㅎ좋은하루되세여~, 어떤걸하시든본인이원하는직업하고싶은직업하시는게좋아요본캐로키우시다다른캐릭이맘에또드시면배럭으로키우셔도되고하고싶은걸하시는게좋아요!"
뉴비입니다 바드1415찍었는데요..,사실상 하다보니 딜러가 하고싶어서.. 고민입니다지금 1415 하익으로 바드 찍었습니다.근데 나중에 어차피 여러캐릭 키워야된다고 들어서 혹 다음 하익 나올 때까지 바드로 현질하지않고 재료모아가면서 내실 좀하다가 다음 하익때 딜러로 가는거 괜찮을까요?그리고 내실이라고 하는 것들있잖아요 섬마나 거심 이런거 그거는 캐릭만들면 또 새로운캐릭터에 또 해야하나요??ㅠ,"이번에점핑두개줬을텐데처음에캐릭두개면충분해요하익은6개월마다여름겨울에주고로아는현질효율이별로에요매일꾸준히하는게더좋음글고내실시간이많이들어서뉴비때할거없을때미리해두는게좋아요텝렙오르고캐릭많아지면할시간없음..내실은원정대통합이라한캐릭으로하던여러캐릭으로하던상관없어요, 감사합니다ㅎㅎ, 하익1415보상안받았으면1회한정다른캐릭으로변경가능함, 이미받았어용ㅠ, 꾸준히하시다보면자연스레배럭이늘어날거에요ㅋㅋ내실탄탄히하시고영지도키워나가시면배럭육성에조금도움이될거에요지식전수라는기능도있으니참고하시면될거같아요"
시작한지 하루된 뉴비 헲,첫캐 호크아이 잡았는데유튜브 보니까 평이 그닥인데뭔 직업이 젤 쉽고 괜찮나요??컴겜은 이게 첨이라 암것도 모르겠네요,"전투태세워로드추천드려용쉽고딴딴취업굿, 호크체방낮고중거리라어려움제일쉬운건전태로드이긴한데본인이재밌는거하는게베스트, 하는게임성향을말씀해주시는게도움이됩니다"
로아 시작 2달차 뉴비 영지 효과 질문있습니다..,실리안 마성의 상속자 코스튬이 제작 시간 2% 감소 및 제작 수수료 1% 감소페일린 베른 무도회 코스튬이 [특수] 제작 대성공 확률 4% 증가 및 [특수] 제작 수수료 2% 감소코스튬을 샀는데 저 2개의 코스튬이 중복 적용이 안되는건가요..?,"영지에서장착한거맞아요?, 네..장착까지했습니다ㅜㅜ"
이제막 1445찍은 뉴비입니다,새벽에 잠이 안와 로아에 접속했는데 우편함에 머가 와있길레 무지성으로 받고 삭제 했습니다. 그런데 인벤토리를 열어보니 보석 여러개와 빛나는 회복약200개 가량이 있었습니다. 비싸보이는 것들이어서 누가 잘못 보낸거 같은데 닉네임이 세글자 였던것같은데 정확히 기억이 안나 귓속말도 못하고 어떻게 해야 할지 모르겠습니다 일단 고객센터에 우편 내용 복원시켜달라고 했는데  이럴때 어떻게 해야합니까?,"둘중하나네요.실수로보낸거아니면뉴비소매넣기당하신거네요.일부기존유저나고인물들이뉴비보면정신못차리고물약이나이런저런거우편으로보내기합니다., 실수로보낸거잘못하다사용하면막사사게박제당하나여?, 문의하셨다니까답변확인후불가능이면그냥쓰세요.실수가아니고,소매넣기로보이긴합니다., 실수로잘못보냈다해도그건정말실수라책임물을사람이없네요게임내에선..걱정말고마음놓고쓰시는게?!"
1415 찍은 뉴비가 질문 드려요,"골드 벌고 싶은데... 이제 1415 부터는 어비스 던전에서 골드를 안 주더라구요어디서 또 벌 수 있나요? 둘러보니 발탄에서만 주는 거 같은데 ㅠ어비스, 도전 어비스는 이제 안 돌아도 되는 건가요?광기 군단장 쿠크세이튼 < 한번도 안 돌아본 건데 이것도 숙제에 포함인가요?아르고스 < 는 친구가 버스만 태워줬는데 따로 공략법을 봐야 하나요?? 벨가누스처럼 머리 위에 점 있는 사람만 물리기 같은 규칙 있을까요?","모험섬골드,생활,아르고스,발탄이정도가골드벌이가되겠네요아르고스는나름엔드컨텐츠였던레이드여서군단장만큼기믹도많은놈이라공략영상숙지가필수입니다, 사람들과같이하는레이드는공략숙지필수안그러면오래삼"
뉴비 질문있어요..,아브장비로 한부위 계승했는데 저 상태에서 지금 1498이에요 ㅠㅠ1500제일 저렴하게 찍으려면 뭘 강화해야할까요..?,"책써서상의를20강하거나계승한15강을16으로하는게어떠신가합니다., 상의, 이사이트이름은머에용?"
스익+하익중인 뉴비 질문있습니다. 가디언토벌 중갑 나크라세나,스익 다 밀고 하익중인 뉴비유저입니다.하익 하면서 레벨링 하는데 하루 숙제로 가디언토벌 2번씩 하라고 해서 알아보는 와중에 중나를 잡을 수 있다는걸 알았습니다.근데 중나를 잡으려니 이전 가디언들을 안잡았다고 한번씩 잡고 오라는군요.그래서 파티로 잡으려니 매칭이 안되고 혼자 잡을려니 시간초과되고 ㅜㅜㅜ다른사람들은 하익하면 바로 중나 잡으러 가던데 제가 뭐 잘못 하고있나요??,매칭좀기다려보시거나방을파서잡으러가실분혹은버스좀도와주실분구해보세요
1415 막 찍은 뉴비 장비에 대해 질문있습니다,1415 찍고 33331 각인 세팅 한 특신 점화 소서 모코코인데 오늘 발탄 노말 한번 잡아봤는데 이제부터 장비를 어떻게 세팅해야할지 모르겠습니다. 장갑과 견갑은 예정 쓰고 나머지 4부위는 선택인데 1445까지 이대로 전체 17강? 을 달성한 후에 악몽의 꽃장비 6셋을 맞추면 되나요? 요즘은 마수셋 안가고 바로 유물 장비 간다고 하더라고요그리고 악몽 셋 맞출때 장비 제작 어느 부위부터 하는게 좋나요?,"어떤식으로든결과적으로6셋을만드시면되는데일단견갑장갑을맨나중으로밀어두시고만드시면될거같아요장갑견갑이비아키스날개가필요해서발탄꺼보다시간이더걸릴거에요, 감사합니다1430찍고비아키스도전하면서천천히장비업글해야겠네요"
며칠전에 시작한 뉴비인데 모든템 예정으로 맞췄는데 망했나요?,6개템 15강 맞춰논 템을 다 예정 장비로 계승했는데 망한건가요?,"ㄴㄴ성능자체는선택4예정2보다좋습니다골드가더많이드니까추천을안할뿐, 전혀요예정풀셋이좋은건팩트에요문제는실성능을누리려면냉혹5셋을갖춘사람과만나야하는데ㅋㅋㅋ불가능..선택보다많이비싸게구매하신게아니면신경안쓰셔도됩니다, 어차피넘어가는장비입니당...유물셋맞출때까지만쓸거고골드좀썼다해도나중되면큰돈도아니니...크게신경안쓰셔도돼요"
